,predicted,time,stock_code
50,中性,2023-04-25 09:00:00+08:00,600036.SH
51,中性,2023-04-25 09:00:00+08:00,600104.SH
52,中性,2023-04-25 09:00:00+08:00,603160.SH
53,中性,2023-04-25 09:00:00+08:00,600031.SH
54,中性,2023-04-25 09:00:00+08:00,600031.SH
55,中性,2023-04-25 09:00:00+08:00,601390.SH
56,中性,2023-04-25 09:00:00+08:00,600036.SH
57,中性,2023-04-26 09:00:00+08:00,600050.SH
58,极度负面,2023-04-26 09:00:00+08:00,600031.SH
59,中性,2023-04-26 09:00:00+08:00,600031.SH
60,极度负面,2023-04-27 09:00:00+08:00,603160.SH
61,负面,2023-04-27 09:00:00+08:00,603160.SH
62,中性,2023-04-27 09:00:00+08:00,603160.SH
63,中性,2023-04-27 09:00:00+08:00,600036.SH
64,中性,2023-04-27 09:00:00+08:00,600036.SH
65,极度负面,2023-04-27 09:00:00+08:00,603160.SH
66,中性,2023-04-27 09:00:00+08:00,603160.SH
67,中性,2023-04-27 09:00:00+08:00,603160.SH
68,中性,2023-04-27 09:00:00+08:00,603160.SH
69,负面,2023-04-27 09:00:00+08:00,603160.SH
70,中性,2023-04-27 09:00:00+08:00,603160.SH
71,中性,2023-04-27 09:00:00+08:00,603160.SH
72,中性,2023-04-27 09:00:00+08:00,603160.SH
73,中性,2023-04-27 09:00:00+08:00,603160.SH
74,中性,2023-04-27 09:00:00+08:00,603160.SH
75,中性,2023-04-27 09:00:00+08:00,603160.SH
76,负面,2023-04-27 09:00:00+08:00,603160.SH
77,中性,2023-04-27 09:00:00+08:00,603160.SH
78,负面,2023-04-27 09:00:00+08:00,603160.SH
79,中性,2023-04-27 09:00:00+08:00,603160.SH
80,中性,2023-04-27 09:00:00+08:00,603160.SH
81,中性,2023-04-27 09:00:00+08:00,603160.SH
82,中性,2023-04-27 09:00:00+08:00,603160.SH
83,中性,2023-04-27 09:00:00+08:00,603160.SH
84,中性,2023-04-27 09:00:00+08:00,603160.SH
85,中性,2023-04-27 09:00:00+08:00,603160.SH
86,中性,2023-04-27 09:00:00+08:00,603160.SH
87,负面,2023-04-27 09:00:00+08:00,603160.SH
88,中性,2023-04-27 09:00:00+08:00,603160.SH
89,负面,2023-04-27 09:00:00+08:00,603160.SH
90,中性,2023-04-28 09:00:00+08:00,600887.SH
91,中性,2023-04-28 09:00:00+08:00,600887.SH
92,中性,2023-04-28 09:00:00+08:00,600887.SH
93,中性,2023-04-28 09:00:00+08:00,600887.SH
94,中性,2023-04-28 09:00:00+08:00,600887.SH
95,中性,2023-04-28 09:00:00+08:00,600887.SH
96,中性,2023-04-28 09:00:00+08:00,600887.SH
97,中性,2023-04-28 09:00:00+08:00,600887.SH
98,中性,2023-04-28 09:00:00+08:00,600887.SH
99,极度负面,2023-04-28 09:00:00+08:00,600887.SH
100,负面,2023-04-28 09:00:00+08:00,600887.SH
101,中性,2023-04-28 09:00:00+08:00,600887.SH
102,极度负面,2023-04-28 09:00:00+08:00,600887.SH
103,中性,2023-04-28 09:00:00+08:00,600887.SH
104,中性,2023-04-28 09:00:00+08:00,600887.SH
105,中性,2023-04-28 09:00:00+08:00,600887.SH
106,中性,2023-04-28 09:00:00+08:00,600887.SH
107,中性,2023-04-28 09:00:00+08:00,600887.SH
108,中性,2023-04-28 09:00:00+08:00,600887.SH
109,中性,2023-04-28 09:00:00+08:00,600887.SH
110,中性,2023-04-28 09:00:00+08:00,600887.SH
111,中性,2023-04-28 09:00:00+08:00,600346.SH
112,中性,2023-04-28 09:00:00+08:00,600346.SH
113,中性,2023-04-28 09:00:00+08:00,600346.SH
114,中性,2023-04-28 09:00:00+08:00,600570.SH
115,中性,2023-04-28 09:00:00+08:00,600887.SH
116,中性,2023-04-28 09:00:00+08:00,600887.SH
117,中性,2023-04-28 09:00:00+08:00,600887.SH
118,正面,2023-04-28 09:00:00+08:00,600887.SH
119,中性,2023-04-28 09:00:00+08:00,600887.SH
120,正面,2023-04-28 09:00:00+08:00,600887.SH
121,中性,2023-04-28 09:00:00+08:00,600887.SH
122,极度负面,2023-04-28 09:00:00+08:00,600887.SH
123,中性,2023-04-28 09:00:00+08:00,600887.SH
124,中性,2023-04-28 09:00:00+08:00,600887.SH
125,中性,2023-04-28 09:00:00+08:00,600887.SH
126,中性,2023-04-28 09:00:00+08:00,600887.SH
127,中性,2023-04-28 09:00:00+08:00,600570.SH
128,中性,2023-04-28 09:00:00+08:00,600887.SH
129,中性,2023-04-28 09:00:00+08:00,600887.SH
130,中性,2023-04-28 09:00:00+08:00,600887.SH
131,中性,2023-04-28 09:00:00+08:00,600887.SH
132,中性,2023-04-28 09:00:00+08:00,600887.SH
133,中性,2023-04-28 09:00:00+08:00,600887.SH
134,中性,2023-04-28 09:00:00+08:00,600887.SH
135,中性,2023-04-28 09:00:00+08:00,600887.SH
136,中性,2023-04-28 09:00:00+08:00,600887.SH
137,中性,2023-04-28 09:00:00+08:00,600887.SH
138,中性,2023-04-28 09:00:00+08:00,600887.SH
139,极度负面,2023-04-28 09:00:00+08:00,600887.SH
140,中性,2023-04-28 09:00:00+08:00,600887.SH
141,负面,2023-04-28 09:00:00+08:00,600887.SH
142,中性,2023-04-28 09:00:00+08:00,600887.SH
143,中性,2023-04-28 09:00:00+08:00,600570.SH
144,中性,2023-04-28 09:00:00+08:00,600570.SH
145,中性,2023-04-28 09:00:00+08:00,600570.SH
146,中性,2023-04-28 09:00:00+08:00,600346.SH
147,中性,2023-04-28 09:00:00+08:00,600346.SH
148,中性,2023-04-28 09:00:00+08:00,600346.SH
149,中性,2023-04-28 09:00:00+08:00,600346.SH
150,中性,2023-04-28 09:00:00+08:00,600887.SH
151,中性,2023-04-28 09:00:00+08:00,600346.SH
152,中性,2023-04-28 09:00:00+08:00,600346.SH
153,中性,2023-04-28 09:00:00+08:00,600346.SH
154,中性,2023-04-28 09:00:00+08:00,600346.SH
155,中性,2023-04-28 09:00:00+08:00,600346.SH
156,中性,2023-04-28 09:00:00+08:00,600346.SH
157,中性,2023-04-28 09:00:00+08:00,600346.SH
158,中性,2023-04-28 09:00:00+08:00,600346.SH
159,极度负面,2023-04-28 09:00:00+08:00,600346.SH
160,中性,2023-04-28 09:00:00+08:00,600346.SH
161,中性,2023-04-28 09:00:00+08:00,600346.SH
162,中性,2023-04-28 09:00:00+08:00,600346.SH
163,中性,2023-04-28 09:00:00+08:00,600346.SH
164,中性,2023-04-28 09:00:00+08:00,600346.SH
165,中性,2023-04-28 09:00:00+08:00,600346.SH
166,中性,2023-04-28 09:00:00+08:00,600346.SH
167,中性,2023-04-28 09:00:00+08:00,600887.SH
168,中性,2023-04-28 09:00:00+08:00,600346.SH
169,中性,2023-04-28 09:00:00+08:00,600887.SH
170,中性,2023-04-28 09:00:00+08:00,600346.SH
171,中性,2023-04-28 09:00:00+08:00,600346.SH
172,中性,2023-04-28 09:00:00+08:00,600887.SH
173,负面,2023-04-28 09:00:00+08:00,600887.SH
174,中性,2023-04-28 09:00:00+08:00,600570.SH
175,负面,2023-04-28 09:00:00+08:00,600346.SH
176,中性,2023-04-28 09:00:00+08:00,600346.SH
177,极度负面,2023-04-28 09:00:00+08:00,600887.SH
178,中性,2023-04-28 09:00:00+08:00,601668.SH
179,中性,2023-04-28 09:00:00+08:00,601668.SH
180,中性,2023-04-28 09:00:00+08:00,601668.SH
181,中性,2023-04-28 09:00:00+08:00,601668.SH
182,中性,2023-04-28 09:00:00+08:00,601668.SH
183,中性,2023-04-28 09:00:00+08:00,601668.SH
184,中性,2023-04-28 09:00:00+08:00,601668.SH
185,正面,2023-04-28 09:00:00+08:00,601668.SH
186,中性,2023-04-28 09:00:00+08:00,601668.SH
187,中性,2023-05-04 09:00:00+08:00,600036.SH
188,中性,2023-05-04 09:00:00+08:00,600104.SH
189,中性,2023-05-04 09:00:00+08:00,600104.SH
190,中性,2023-05-04 09:00:00+08:00,600104.SH
191,中性,2023-05-04 09:00:00+08:00,600104.SH
192,中性,2023-05-04 09:00:00+08:00,600104.SH
193,中性,2023-05-04 09:00:00+08:00,600104.SH
194,极度负面,2023-05-04 09:00:00+08:00,600104.SH
195,中性,2023-05-04 09:00:00+08:00,600104.SH
196,负面,2023-05-04 09:00:00+08:00,600104.SH
197,中性,2023-05-04 09:00:00+08:00,600104.SH
198,中性,2023-05-04 09:00:00+08:00,600104.SH
199,负面,2023-05-04 09:00:00+08:00,600036.SH
200,中性,2023-05-04 09:00:00+08:00,600104.SH
201,负面,2023-05-04 09:00:00+08:00,600104.SH
202,中性,2023-05-04 09:00:00+08:00,600104.SH
203,中性,2023-05-04 09:00:00+08:00,600104.SH
204,中性,2023-05-04 09:00:00+08:00,600104.SH
205,中性,2023-05-04 09:00:00+08:00,600104.SH
206,中性,2023-05-04 09:00:00+08:00,600104.SH
207,中性,2023-05-04 09:00:00+08:00,600104.SH
208,极度负面,2023-05-04 09:00:00+08:00,600104.SH
209,负面,2023-05-04 09:00:00+08:00,600104.SH
210,中性,2023-05-04 09:00:00+08:00,600104.SH
211,中性,2023-05-04 09:00:00+08:00,600104.SH
212,中性,2023-05-04 09:00:00+08:00,600104.SH
213,中性,2023-05-04 09:00:00+08:00,600104.SH
214,中性,2023-05-04 09:00:00+08:00,600104.SH
215,中性,2023-05-04 09:00:00+08:00,600104.SH
216,中性,2023-05-04 09:00:00+08:00,600104.SH
217,负面,2023-05-04 09:00:00+08:00,600104.SH
218,中性,2023-05-04 09:00:00+08:00,600104.SH
219,中性,2023-05-04 09:00:00+08:00,600104.SH
220,中性,2023-05-04 09:00:00+08:00,600104.SH
221,中性,2023-05-04 09:00:00+08:00,600104.SH
222,中性,2023-05-04 09:00:00+08:00,600346.SH
223,极度负面,2023-05-04 09:00:00+08:00,600104.SH
224,中性,2023-05-04 09:00:00+08:00,601390.SH
225,极度负面,2023-05-04 09:00:00+08:00,601390.SH
226,中性,2023-05-04 09:00:00+08:00,600887.SH
227,负面,2023-05-04 09:00:00+08:00,601390.SH
228,中性,2023-05-05 09:00:00+08:00,600050.SH
229,极度负面,2023-05-05 09:00:00+08:00,600031.SH
230,中性,2023-05-08 09:00:00+08:00,600104.SH
231,中性,2023-05-08 09:00:00+08:00,600887.SH
232,中性,2023-05-09 09:00:00+08:00,601390.SH
233,中性,2023-05-09 09:00:00+08:00,601390.SH
234,中性,2023-05-09 09:00:00+08:00,601390.SH
235,中性,2023-05-09 09:00:00+08:00,601668.SH
236,中性,2023-05-09 09:00:00+08:00,601668.SH
237,中性,2023-05-09 09:00:00+08:00,601668.SH
238,中性,2023-05-09 09:00:00+08:00,601668.SH
239,中性,2023-05-09 09:00:00+08:00,601668.SH
240,中性,2023-05-09 09:00:00+08:00,601390.SH
241,中性,2023-05-09 09:00:00+08:00,601390.SH
242,中性,2023-05-09 09:00:00+08:00,601390.SH
243,中性,2023-05-09 09:00:00+08:00,601390.SH
244,中性,2023-05-09 09:00:00+08:00,601390.SH
245,中性,2023-05-09 09:00:00+08:00,601390.SH
246,中性,2023-05-10 09:00:00+08:00,600346.SH
247,中性,2023-05-10 09:00:00+08:00,600346.SH
248,中性,2023-05-10 09:00:00+08:00,600346.SH
249,中性,2023-05-11 09:00:00+08:00,600050.SH
250,中性,2023-05-11 09:00:00+08:00,600887.SH
251,中性,2023-05-11 09:00:00+08:00,600887.SH
252,中性,2023-05-11 09:00:00+08:00,600570.SH
253,中性,2023-05-15 09:00:00+08:00,600050.SH
254,中性,2023-05-15 09:00:00+08:00,600050.SH
255,中性,2023-05-15 09:00:00+08:00,600050.SH
256,中性,2023-05-15 09:00:00+08:00,601668.SH
257,中性,2023-05-17 09:00:00+08:00,600050.SH
258,极度负面,2023-05-17 09:00:00+08:00,600050.SH
259,中性,2023-05-17 09:00:00+08:00,600050.SH
260,中性,2023-05-17 09:00:00+08:00,600050.SH
261,中性,2023-05-18 09:00:00+08:00,601668.SH
262,负面,2023-05-18 09:00:00+08:00,603160.SH
263,负面,2023-05-18 09:00:00+08:00,600104.SH
264,中性,2023-05-19 09:00:00+08:00,600887.SH
265,中性,2023-05-19 09:00:00+08:00,600887.SH
266,中性,2023-05-19 09:00:00+08:00,600031.SH
267,中性,2023-05-19 09:00:00+08:00,600887.SH
268,中性,2023-05-19 09:00:00+08:00,600887.SH
269,中性,2023-05-22 09:00:00+08:00,600346.SH
270,中性,2023-05-22 09:00:00+08:00,601668.SH
271,中性,2023-05-22 09:00:00+08:00,600887.SH
272,中性,2023-05-22 09:00:00+08:00,600887.SH
273,中性,2023-05-22 09:00:00+08:00,600887.SH
274,极度负面,2023-05-22 09:00:00+08:00,600346.SH
275,中性,2023-05-22 09:00:00+08:00,600346.SH
276,中性,2023-05-22 09:00:00+08:00,601668.SH
277,中性,2023-05-22 09:00:00+08:00,601668.SH
278,中性,2023-05-22 09:00:00+08:00,600050.SH
279,中性,2023-05-22 09:00:00+08:00,600050.SH
280,负面,2023-05-22 09:00:00+08:00,601668.SH
281,中性,2023-05-22 09:00:00+08:00,601668.SH
282,中性,2023-05-24 09:00:00+08:00,600031.SH
283,中性,2023-05-24 09:00:00+08:00,601668.SH
284,中性,2023-05-24 09:00:00+08:00,600031.SH
285,中性,2023-05-26 09:00:00+08:00,601390.SH
286,中性,2023-05-26 09:00:00+08:00,600570.SH
287,中性,2023-05-29 09:00:00+08:00,600346.SH
288,中性,2023-05-29 09:00:00+08:00,600887.SH
289,中性,2023-05-29 09:00:00+08:00,600346.SH
290,中性,2023-05-29 09:00:00+08:00,600346.SH
291,中性,2023-05-29 09:00:00+08:00,603160.SH
292,中性,2023-05-29 09:00:00+08:00,603160.SH
293,中性,2023-05-29 09:00:00+08:00,600887.SH
294,中性,2023-05-29 09:00:00+08:00,603160.SH
295,中性,2023-05-29 09:00:00+08:00,603160.SH
296,中性,2023-05-29 09:00:00+08:00,600104.SH
297,中性,2023-05-29 09:00:00+08:00,600104.SH
298,中性,2023-05-29 09:00:00+08:00,600104.SH
299,中性,2023-05-29 09:00:00+08:00,600104.SH
300,中性,2023-05-29 09:00:00+08:00,600104.SH
301,中性,2023-05-29 09:00:00+08:00,601668.SH
302,负面,2023-05-30 09:00:00+08:00,603160.SH
303,中性,2023-05-30 09:00:00+08:00,600036.SH
304,中性,2023-05-30 09:00:00+08:00,600346.SH
305,中性,2023-05-30 09:00:00+08:00,600346.SH
306,中性,2023-05-30 09:00:00+08:00,600346.SH
307,中性,2023-05-30 09:00:00+08:00,603160.SH
308,中性,2023-05-31 09:00:00+08:00,600104.SH
309,中性,2023-05-31 09:00:00+08:00,603160.SH
310,中性,2023-06-01 09:00:00+08:00,600036.SH
311,中性,2023-06-02 09:00:00+08:00,600346.SH
312,中性,2023-06-02 09:00:00+08:00,600346.SH
313,中性,2023-06-05 09:00:00+08:00,600036.SH
314,正面,2023-06-05 09:00:00+08:00,600036.SH
315,中性,2023-06-05 09:00:00+08:00,600050.SH
316,中性,2023-06-05 09:00:00+08:00,603160.SH
317,中性,2023-06-07 09:00:00+08:00,600036.SH
318,正面,2023-06-07 09:00:00+08:00,603160.SH
319,中性,2023-06-08 09:00:00+08:00,603160.SH
320,极度负面,2023-06-08 09:00:00+08:00,600104.SH
321,中性,2023-06-08 09:00:00+08:00,603160.SH
322,中性,2023-06-08 09:00:00+08:00,600887.SH
323,中性,2023-06-08 09:00:00+08:00,600346.SH
324,中性,2023-06-08 09:00:00+08:00,600887.SH
325,中性,2023-06-08 09:00:00+08:00,600887.SH
326,中性,2023-06-08 09:00:00+08:00,603160.SH
327,中性,2023-06-08 09:00:00+08:00,600036.SH
328,中性,2023-06-08 09:00:00+08:00,603160.SH
329,中性,2023-06-08 09:00:00+08:00,600346.SH
330,中性,2023-06-08 09:00:00+08:00,600346.SH
331,中性,2023-06-08 09:00:00+08:00,603160.SH
332,中性,2023-06-08 09:00:00+08:00,603160.SH
333,中性,2023-06-08 09:00:00+08:00,603160.SH
334,中性,2023-06-08 09:00:00+08:00,603160.SH
335,中性,2023-06-08 09:00:00+08:00,601390.SH
336,中性,2023-06-08 09:00:00+08:00,603160.SH
337,中性,2023-06-08 09:00:00+08:00,603160.SH
338,中性,2023-06-08 09:00:00+08:00,600346.SH
339,负面,2023-06-08 09:00:00+08:00,601668.SH
340,极度负面,2023-06-08 09:00:00+08:00,601668.SH
341,中性,2023-06-08 09:00:00+08:00,603160.SH
342,中性,2023-06-08 09:00:00+08:00,603160.SH
343,中性,2023-06-08 09:00:00+08:00,601668.SH
344,极度负面,2023-06-08 09:00:00+08:00,600346.SH
345,中性,2023-06-08 09:00:00+08:00,600346.SH
346,负面,2023-06-08 09:00:00+08:00,600346.SH
347,中性,2023-06-08 09:00:00+08:00,603160.SH
348,中性,2023-06-09 09:00:00+08:00,600570.SH
349,中性,2023-06-09 09:00:00+08:00,600104.SH
350,中性,2023-06-09 09:00:00+08:00,600570.SH
351,中性,2023-06-13 09:00:00+08:00,600887.SH
352,中性,2023-06-13 09:00:00+08:00,603160.SH
353,中性,2023-06-13 09:00:00+08:00,600887.SH
354,中性,2023-06-13 09:00:00+08:00,603160.SH
355,中性,2023-06-13 09:00:00+08:00,603160.SH
356,中性,2023-06-13 09:00:00+08:00,600036.SH
357,中性,2023-06-13 09:00:00+08:00,600036.SH
358,中性,2023-06-14 09:00:00+08:00,600104.SH
359,中性,2023-06-14 09:00:00+08:00,600887.SH
360,中性,2023-06-14 09:00:00+08:00,600346.SH
361,中性,2023-06-14 09:00:00+08:00,600104.SH
362,中性,2023-06-14 09:00:00+08:00,600104.SH
363,负面,2023-06-14 09:00:00+08:00,600104.SH
364,中性,2023-06-14 09:00:00+08:00,600104.SH
365,中性,2023-06-14 09:00:00+08:00,600104.SH
366,中性,2023-06-15 09:00:00+08:00,600346.SH
367,极度负面,2023-06-15 09:00:00+08:00,600031.SH
368,负面,2023-06-15 09:00:00+08:00,600036.SH
369,中性,2023-06-15 09:00:00+08:00,600031.SH
370,中性,2023-06-15 09:00:00+08:00,600031.SH
371,中性,2023-06-15 09:00:00+08:00,600031.SH
372,中性,2023-06-15 09:00:00+08:00,600031.SH
373,中性,2023-06-15 09:00:00+08:00,600031.SH
374,中性,2023-06-15 09:00:00+08:00,600031.SH
375,中性,2023-06-15 09:00:00+08:00,600031.SH
376,中性,2023-06-16 09:00:00+08:00,601390.SH
377,中性,2023-06-16 09:00:00+08:00,600104.SH
378,中性,2023-06-16 09:00:00+08:00,600104.SH
379,中性,2023-06-16 09:00:00+08:00,600104.SH
380,正面,2023-06-19 09:00:00+08:00,601668.SH
381,中性,2023-06-20 09:00:00+08:00,600036.SH
382,中性,2023-06-20 09:00:00+08:00,600346.SH
383,中性,2023-06-20 09:00:00+08:00,600036.SH
384,中性,2023-06-20 09:00:00+08:00,600036.SH
385,中性,2023-06-20 09:00:00+08:00,600104.SH
386,中性,2023-06-21 09:00:00+08:00,601668.SH
387,中性,2023-06-21 09:00:00+08:00,600050.SH
388,中性,2023-06-21 09:00:00+08:00,600104.SH
389,极度负面,2023-06-21 09:00:00+08:00,600346.SH
390,中性,2023-06-26 09:00:00+08:00,600570.SH
391,中性,2023-06-26 09:00:00+08:00,600036.SH
392,负面,2023-06-26 09:00:00+08:00,603160.SH
393,中性,2023-06-26 09:00:00+08:00,603160.SH
394,中性,2023-06-26 09:00:00+08:00,603160.SH
395,中性,2023-06-27 09:00:00+08:00,600031.SH
396,中性,2023-06-27 09:00:00+08:00,600887.SH
397,中性,2023-06-27 09:00:00+08:00,600031.SH
398,中性,2023-06-28 09:00:00+08:00,600570.SH
399,中性,2023-06-28 09:00:00+08:00,600570.SH
400,中性,2023-06-28 09:00:00+08:00,600570.SH
401,负面,2023-06-28 09:00:00+08:00,600570.SH
402,中性,2023-06-28 09:00:00+08:00,600346.SH
403,中性,2023-06-28 09:00:00+08:00,600036.SH
404,中性,2023-06-28 09:00:00+08:00,600036.SH
405,中性,2023-06-28 09:00:00+08:00,600570.SH
406,中性,2023-06-28 09:00:00+08:00,600346.SH
407,中性,2023-06-28 09:00:00+08:00,600570.SH
408,中性,2023-06-28 09:00:00+08:00,600570.SH
409,中性,2023-06-28 09:00:00+08:00,600570.SH
410,中性,2023-06-29 09:00:00+08:00,601668.SH
411,中性,2023-06-29 09:00:00+08:00,600570.SH
412,中性,2023-06-29 09:00:00+08:00,601390.SH
413,中性,2023-06-29 09:00:00+08:00,601390.SH
414,中性,2023-06-29 09:00:00+08:00,601390.SH
415,中性,2023-06-29 09:00:00+08:00,601390.SH
416,中性,2023-06-29 09:00:00+08:00,600570.SH
417,中性,2023-06-29 09:00:00+08:00,600036.SH
418,中性,2023-06-30 09:00:00+08:00,600887.SH
419,中性,2023-06-30 09:00:00+08:00,603160.SH
420,中性,2023-06-30 09:00:00+08:00,600050.SH
421,中性,2023-06-30 09:00:00+08:00,603160.SH
422,中性,2023-06-30 09:00:00+08:00,600050.SH
423,中性,2023-07-03 09:00:00+08:00,600036.SH
424,中性,2023-07-03 09:00:00+08:00,600887.SH
425,中性,2023-07-03 09:00:00+08:00,600036.SH
426,中性,2023-07-03 09:00:00+08:00,600036.SH
427,中性,2023-07-03 09:00:00+08:00,600570.SH
428,中性,2023-07-03 09:00:00+08:00,600031.SH
429,中性,2023-07-03 09:00:00+08:00,600031.SH
430,中性,2023-07-03 09:00:00+08:00,600031.SH
431,中性,2023-07-03 09:00:00+08:00,600031.SH
432,中性,2023-07-03 09:00:00+08:00,600031.SH
433,中性,2023-07-03 09:00:00+08:00,600036.SH
434,中性,2023-07-03 09:00:00+08:00,600887.SH
435,负面,2023-07-04 09:00:00+08:00,600104.SH
436,中性,2023-07-04 09:00:00+08:00,600104.SH
437,中性,2023-07-04 09:00:00+08:00,600036.SH
438,正面,2023-07-04 09:00:00+08:00,600570.SH
439,中性,2023-07-04 09:00:00+08:00,603160.SH
440,中性,2023-07-04 09:00:00+08:00,603160.SH
441,中性,2023-07-04 09:00:00+08:00,600887.SH
442,中性,2023-07-05 09:00:00+08:00,600346.SH
443,中性,2023-07-05 09:00:00+08:00,600346.SH
444,中性,2023-07-05 09:00:00+08:00,600346.SH
445,中性,2023-07-05 09:00:00+08:00,600346.SH
446,中性,2023-07-05 09:00:00+08:00,600346.SH
447,中性,2023-07-05 09:00:00+08:00,600346.SH
448,中性,2023-07-05 09:00:00+08:00,600346.SH
449,中性,2023-07-06 09:00:00+08:00,600036.SH
450,正面,2023-07-07 09:00:00+08:00,601390.SH
451,中性,2023-07-10 09:00:00+08:00,600104.SH
452,极度负面,2023-07-10 09:00:00+08:00,600570.SH
453,中性,2023-07-10 09:00:00+08:00,600887.SH
454,中性,2023-07-10 09:00:00+08:00,600887.SH
455,中性,2023-07-10 09:00:00+08:00,600887.SH
456,中性,2023-07-10 09:00:00+08:00,600036.SH
457,中性,2023-07-10 09:00:00+08:00,601668.SH
458,中性,2023-07-11 09:00:00+08:00,600036.SH
459,中性,2023-07-11 09:00:00+08:00,600036.SH
460,中性,2023-07-11 09:00:00+08:00,600887.SH
461,中性,2023-07-12 09:00:00+08:00,600570.SH
462,中性,2023-07-12 09:00:00+08:00,600104.SH
463,中性,2023-07-12 09:00:00+08:00,600887.SH
464,负面,2023-07-12 09:00:00+08:00,600104.SH
465,中性,2023-07-12 09:00:00+08:00,600104.SH
466,中性,2023-07-13 09:00:00+08:00,603160.SH
467,中性,2023-07-13 09:00:00+08:00,603160.SH
468,中性,2023-07-14 09:00:00+08:00,600887.SH
469,中性,2023-07-17 09:00:00+08:00,600346.SH
470,极度负面,2023-07-17 09:00:00+08:00,603160.SH
471,中性,2023-07-17 09:00:00+08:00,601390.SH
472,中性,2023-07-17 09:00:00+08:00,600887.SH
473,正面,2023-07-17 09:00:00+08:00,600570.SH
474,中性,2023-07-17 09:00:00+08:00,600346.SH
475,中性,2023-07-18 09:00:00+08:00,603160.SH
476,中性,2023-07-18 09:00:00+08:00,603160.SH
477,中性,2023-07-19 09:00:00+08:00,600887.SH
478,极度负面,2023-07-19 09:00:00+08:00,600036.SH
479,中性,2023-07-21 09:00:00+08:00,600887.SH
480,极度负面,2023-07-21 09:00:00+08:00,600346.SH
481,中性,2023-07-21 09:00:00+08:00,601390.SH
482,中性,2023-07-21 09:00:00+08:00,600050.SH
483,中性,2023-07-21 09:00:00+08:00,600570.SH
484,中性,2023-07-24 09:00:00+08:00,603160.SH
485,中性,2023-07-24 09:00:00+08:00,603160.SH
486,中性,2023-07-24 09:00:00+08:00,603160.SH
487,中性,2023-07-24 09:00:00+08:00,603160.SH
488,中性,2023-07-24 09:00:00+08:00,603160.SH
489,中性,2023-07-24 09:00:00+08:00,603160.SH
490,中性,2023-07-24 09:00:00+08:00,603160.SH
491,中性,2023-07-24 09:00:00+08:00,603160.SH
492,中性,2023-07-24 09:00:00+08:00,603160.SH
493,中性,2023-07-24 09:00:00+08:00,603160.SH
494,中性,2023-07-24 09:00:00+08:00,603160.SH
495,中性,2023-07-24 09:00:00+08:00,603160.SH
496,中性,2023-07-24 09:00:00+08:00,603160.SH
